id_str,possibly_sensitive,favorite_count,geo,text,coordinates
842422588152266752,,0,,RT @KitDaniels1776: Was Obama Insider Robert Gibbs Behind McDonald’s Anti #Trump Tweet? He's #McDonalds Communications Chief:… ,
842422590874484736,false,0,,#Trump Want to lose weight fast? Click Here https://t.co/VX23GJrb9K https://t.co/8rtoqxtgwm,
842422591767883777,false,0,,"RT @shomaristone: 'Lock Her Up' Crowd Chants as Trump Rips Hillary Clinton. 
#Trump #Hillary @nbcwashington 
https://t.co/V1qFxu0o4s",
842422593885986816,false,0,,RT @TruthFeedNews: Soros Faces Up to $7 Billion Tax Bill After Delaying Payment for Years https://t.co/XJRbh4uy5e #TrumpTrain #Trump #MAGA,
842422592157954048,false,0,,#Trump to Tucker Carlson: “I know” counties that voted for me will lose under Republican health plan… https://t.co/JWTbg1i5D4,
842422596188663809,false,0,,#Trump Want to lose weight fast? Click Here https://t.co/VX23GJrb9K https://t.co/SwCiszyNdR,
842422596939448320,false,0,,Este mensaje contra #Trump apareció en el Twitter de #McDonalds. De acuerdo con la compañía su cuenta fue vulnerad… https://t.co/HCxfn3iQYK,
842422598428426240,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422599170834432,,0,,RT @Teamsters: What about the promises on infrastructure? #Trump budget proposes 13 percent cut to Transportation Dept https://t.co/tsdGhRh…,
842422600080941057,false,0,,Nu gaan de Trumphaters helemaal over de schreef! #Trump #hln https://t.co/LGYDtUUAh7 via @HLN_BE,
842422601733529600,,0,,"RT @RJGatorEsq: We have homeless vets eating out of garbage cans. We have NO BUSINESS borrowing money to spend on illegal aliens.

#Trump #…",
842422601830023171,false,0,,#Trump Want to lose weight fast? Click Here https://t.co/VX23GJrb9K https://t.co/uKPVslFdmV,
842422602769534980,false,0,,#Passengers #Restricted by Trump's #Travel #Order allowed #Board #Flights to US - https://t.co/NOb0OOfXdz #‘Allowed… https://t.co/KAPwxq7vyu,
842422604166119424,,0,,RT @AnjuNagarajan: अबे अंधी जा जाकर WB में देख हिंदुओंका क्या हाल है  और खैर मना मोदीजी ट्रम्प जैसे नही है। करना तो वही चाहिए जी ट्रम्… ,
842422606972215296,false,0,,#Trump Want to lose weight fast? Click Here https://t.co/VX23GJrb9K https://t.co/vyvn3Hm6I1,
842422609434271744,,0,,RT @silva1982: Thank You @HillaryClinton !!! You are here in spirit with us!! #WomensMarchOrlando #WhyIMarch #WomensMarch https://t.co/AKCa…,
842422609329442816,,0,,"RT @SafetyPinDaily: The tax reform Donald #Trump is pushing would have saved him $31 million in taxes in 2005   |  via @qz
https://t.co/hMC…",
842422609803386881,true,0,,"RT @FoxBusiness: President #Trump: ""We are here today to celebrate America's commitment to Ireland."" https://t.co/EzEYGAQ4Yf",
842422610268938241,,0,,"RT @MixedRaita: Same tactics were used in Gujarat 2002 onwards.. looks UP is certain for 4 consecutive terms for BJP. 
(Reason: ppl… ",
842422609614643202,false,0,,THIS #RACISM OBSESSION GETS RIGHT ON MY TITS! #Trump #Muslimban #Obama https://t.co/giqPTBCC49,
842422612336734208,,0,,"RT @Monte_Alto: #Trump🤡's budget eliminates funds for Meals on Wheels. Because who gives a 💩 about the poor, elderly &amp; veterans #FYT https:…",
842422612999446528,,0,,Soooo... #Trump keeps going on about job creation/unemployment which is a trend that has been going on since 2010...,
842422613381156864,false,0,,"RT @DamienRieu: ""Marine c'est comme le #Brexit et #Trump, ça va nous mener à la catastrophe économique !"" https://t.co/2efm30wtpW",
842422613590872069,,0,,"RT @MakeMediaHonest: AMEN‼️‼️‼️@JoeHNewYork 
#BoycottHawaii 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸… ",
842422613456650241,false,0,,#Trump Want to lose weight fast? Click Here https://t.co/VX23GJrb9K https://t.co/vltQEKRXYn,
842422616602365952,,0,,"@smoss you've had everything handed to you, what you know about ""pimpin"" lmao I'd smack the shit outta your 4 foot ass. #trump",
842422616707215360,false,0,,Nothing to see here: #Trump cutting #NASA &amp; #NOAA's eyes on Earth https://t.co/izlMCtCX5T,
842422622180782080,false,0,,#ANTM #FlashbackFriday #investing #equity #market #Trump PBS and NPR are ready to fight budget cuts -- again  . https://t.co/D9LOOi425q,
842422622809919488,false,0,,"RT RealAlexJones: .McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/wlKXpJeyN5 #imlovingit #Trump",
842422624072298496,,0,,RT @LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves don't know they're slaves.,
842422624068239361,false,0,,RT @adroitjournal: Today #Trump eliminates #NEA. Today our free online mentorship for teens opens (https://t.co/SstZUdO4In). Pls sprea… ,
842422624437309447,,0,,"RT @NY1: A federal judge in Hawaii just issued a restraining order against #Trump's revised travel ban, citing ""constitution… ",
842422625972367360,,0,,"RT @infpwriter: ""Elderly people voted overwhelmingly for #Trump -- and this is how he’s choosing to repay them."" #MealsOnWheels https://t.c…",
842422627616604160,,0,,"RT @LAPeoplesMedia: McDonald’s Tweets #Trump: ‘You Are A Disgusting Excuse Of A President, Also You Have Tiny Hands’… ",
842422627633364993,false,0,,"RT @GoldStuart: 🔥Rand Paul: McCain ""Strong Case for Term Limits"" — ""Past his Prime… Unhinged""🔥😈[VIDEO] https://t.co/yfJKCqDMq3 @AppSame @Di…",
842422637154467841,,0,,RT @ClamantisD: Nice to see #rachelmaddow helping #Trump look good.  Thanks Way to go sweetie! Yes he pays taxes! #Msm #MAGA,
842422641185116160,false,0,,#HillaryClinton’s slanderous innuendo exposed as yet another #DemocraticParty lie - a complete invention.… https://t.co/IKXONWaNTQ,
842422640967090183,false,0,,RT if your pissed off and want Paul Ryan defeated and removed in the next election. #Trump #Russia #Ryancare https://t.co/TQDYVVcIJn,
842422642548310016,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422642745462785,,0,,RT @KitDaniels1776: Was Obama Insider Robert Gibbs Behind McDonald’s Anti #Trump Tweet? He's #McDonalds Communications Chief:… ,
842422643148046336,,0,,"RT @babykitty40: At least @maddow spends time doing something besides following #Trump's useless tweets day after day. 
#maddow… ",
842422643433320448,false,0,,RT @JasperAvi: @peterdaou Looks like Trump may well have been the one who sent the #TrumpTaxReturns to @maddow https://t.co/GfiCv5uCSD,
842422644800651264,,0,,"RT @DouweBot: Anybody in there?
Just nod if you can hear me crying in the club right now this is so beautiful I'm so proud of my city today…",
842422646222532608,,0,,RT @ed_hooley: @McDonaldsCorp @McDonalds TRUMP SUPPORTERS: THE MCDONALD'S BAN IS ON! #ThursdayThoughts #McDonalds #MAGA #trump https://t.co…,
842422649452142601,,0,,RT @JaySekulow: The fight over #Trump's Exec Order will go to #SCOTUS. We're preparing new legal briefs to defend it. https://t.co/7rNgM8OD…,
842422649972260864,false,0,,"#Veterans upset after #Photo of #President #Trump removed: https://t.co/3ZpV97TLJA, https://t.co/zHKkIuGbT1 https://t.co/S4QpjuxX0m",
842422651620548608,,0,,"RT @LVNancy: BREAKING 🚨 second #TravelBan Halted by Hawaii judge based on Establishment Clause #1A RELIGION 
#islam
#MAGA
#Trump… ",
842422652757147648,false,0,,"RT @bocavista2016: JOHN McAFEE

If it looks like Russia did it

I can GUARANTEE you

It WASN'T Russia

https://t.co/xhCt0AzhIy
#Trump #MAGA…",
842422652933423104,,0,,"RT @ToDropADime2: #Trump told the #NYTimes to Stop printing these unflattering pic of @realDonaldTrump 
Pls. Don't Retweet 500 times!… ",
842422653789040642,false,0,,"RT @immigrant4trump: VIDEO: CNN Host Jake Tapper Admits His 7-Year-Old Son Calls Him ""Fake News"" 👍👍 #maga #trump https://t.co/dYL8syE75J",
842422655244365824,false,0,,McDonald’s Deletes Tweet Calling #Trump a ‘Disgusting Excuse of a President’ https://t.co/99I4su089N (*Maybe fishing for More Biz?) #Resist,
842422659673673729,,0,,RT @JesusFnChristo: The only thing worse than #Trumpcare is spending eternity in heaven with Pat Robertson #YouCantKillYourself #JesusSaves…,
842422660604796931,,0,,"RT @Karrotsnsprouts: 🇺🇸 Greatest US president in history :

#BoycottHawaii #budget #trump #MAGA #FreeAdviceIn5Words #NationalPandaDay #USA…",
842422661087150080,,0,,"RT @2ALAW: This man lost both arms. Trump realized this and thus, touched his face so he could feel the human connection.… ",
842422661175218176,,0,,RT @analyticnomad: Hackearon la cuenta de Twitter de @McDonaldsCorp y este es el tuit que borraron. Una perla. #Trump #McDonald's 😂😂😂 https…,
842422661951197184,,0,,"RT @johnnyroque: The reason why #BoycottHawaii won't work is the same reason #Trumpcare won't. Nobody really cares about Trump supporters,…",
842422666124492800,false,0,,"RT @danredding: I spoke with punk icon Ian MacKaye about #Trump, social media, #Fugazi and more: https://t.co/1BaF0FsoWB… ",
842422668158685186,false,0,,#ANTM #FlashbackFriday #investing #equity #market #Trump Renault says it didn't cheat on emissions tests. Shar...https://t.co/zkbkhJgvW3,
842422669270228992,false,0,,@AriaWilsonGOP #trump Protect the Constitution https://t.co/kxEacG08eA,
842422671270912000,false,0,,#ANTM #FlashbackFriday #investing #equity #market #Trump PBS and NPR are ready to fight budget cuts -- again  .... https://t.co/QItnGB4zgR,
842422673103831040,,0,,"RT @SafetyPinDaily: #Trump admits his health care plan would benefit rich investors, screw over people who voted for him | by @ZackFord 
ht…",
842422675339411458,false,0,,RT @Joe_Gerth: And if the Trump administration can't bring coal mining back ... https://t.co/VNPype29ad,
842422676459204608,false,0,,"RT @nobigotry: #WomansMarch #Hawaii #Trump #Hate #Dishonesty
#IntellectuallyLazy #LatinosForTrump #Woman https://t.co/e07S8LGoQd",
842422676828368896,,0,,"RT @RichardAngwin: After adopting Paul Ryan's plan to replace #ACA , #TrumpBudget adopts his plan to replace #MealsOnWheels 

#1u… ",
842422677667254272,false,0,,"RT @LynnDe6: #Trump is good at diverting scandal with scandal!
#resist https://t.co/nmvnTFOOiO",
842422679164583936,false,0,,"RT @IndianaStateBar: #Trump #travelban blocked nationwide by federal #judges in Hawaii, Maryland https://t.co/XkjhK5xkfM via @NPR",
842422683107229697,false,0,,RT @Vane4Trump: #Trump 🇺🇸 TREASONOUS TRIP: Obama Secretly Jets To Hawaii &amp; Screws Trump’s Travel Ban https://t.co/8ckpm34aL6 ⬅️See… ,
842422682218057732,,0,,RT @TrumpSuperPAC: Former Obama press secretary Robert Gibbs is the executive vice president &amp; global chief communications officer at… ,
842422684076118016,,0,,"RT @lizpeek: Amazing how everyone agrees government spending must be cut, until someone (#Trump) tries to actually cut it",
842422683757383682,false,0,,RT @likeagirlinc: Businesses urge #Trump to rethink climate bonfire | Climate Home - #climatechange news https://t.co/aU6f0zctph,
842422687708418048,false,0,,Rinne seuraa #Trump'in vaalitaktiikkaa: #alternativefacts #FactCheck https://t.co/OgQQ1gIdb1,
842422689675530241,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422689797144580,,0,,"RT @jeffgoldesq: Speaker Ryan said today, since the confidential FBI briefings, there is no issue anymore of #Trump wiretapping tweets. ""I…",
842422692020158464,false,0,,"#Trump budget takes hatchet to #EPA and foreign aid, but adds billions to #military https://t.co/617bxlSMrU via @HuffPostPol",
842422700526206978,,0,,"RT @SafetyPinDaily: Senior member of Donald #Trump's Oklahoma campaign team 'found in motel room with boy' | By @BenKentish 
https://t.co/D…",
842422701541187585,,0,,"RT @badgirl_loony: INVESTIGATE #TRUMP's TIES TO #PUTIN &amp; #RUSSIA!

WE NEED AN INDEPENDENT INQUIRY! 

#TheResistance #Election2016… ",
842422702489145344,false,0,,@AbbyMartinM #trump Protect the Constitution https://t.co/kxEacG08eA,
842422702996615173,false,0,,#ANTM #FlashbackFriday #investing #equity #market #Trump PBS and NPR are ready to fight budget cuts -- again  .... https://t.co/MH1nBJPQu8,
842422703462219776,false,0,,#Obama said he would work with #Trump-Turns out he is doing the opposite  https://t.co/pZB1wFLECZ,
842422703973928965,false,0,,Is this true or photoshop. I don't know. https://t.co/hJsIxScHaU,
842422704338796547,,0,,"RT @TheDailyEdge: So sad that #Trump supporters still shout ""lock her up"" when they really should be making a citizen's arrest of the crimi…",
842422705110548481,,0,,"RT @IsabelMarler: White supremacy, patriarchy, fundamentalism, and nationalism are interwoven phenomena - Cynthia Rothschild #CSW61 #Trump…",
842422709048901632,,0,,RT @LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves don't know they're slaves.,
842422711884353537,false,0,,"Protest At The White House Against President Trump’s Refugee Ban
https://t.co/uv6YZeRS0s
#RefugeeBan #Trump  https://t.co/6h2cXOZ846",
842422716217102337,false,0,,"@CNN StupidDiscussionOfCIAHackingsDuringObamaYears #Trump Simply Quoting ManyPublishedFacts
https://t.co/xMSxlHDc2x
https://t.co/k4QBDH2Ijq",
842422719769677824,false,0,,#Trump said it first &amp; now the #UK following his lead &amp; building a wall to keep #immigrants out https://t.co/g2ZXdqJFKd,
842422722797932545,,0,,"RT @DrMartyFox: #Obama Appointed Hawaiian Judge Ruling

Blocking #Trump #EO 

Allows Muslim Imam To Bring Terrorists To #America… ",
842422724169461761,false,0,,@maddow @MSNBC GFY #MAGA https://t.co/WManX7wiYZ,
842422725029318657,false,0,,"Retweeted Raging Bull NO TRUMP (@ToDropADime2):

#Trump told the #NYTimes to Stop printing these unflattering pic... https://t.co/wtPBEPJZK3",
842422727336161280,,0,,RT @momentosera: Anche la seconda versione del #muslimban è stata bocciata: no da un giudice alle #Hawaii. #Trump: «Un abuso»… ,
842422728338612224,false,0,,McDonald’s Twitter account brands Trump ‘disgusting excuse of a president’ - https://t.co/CXSqubZWcX - #USPolitics #trump #clinton,
842422728925802499,false,0,,"RT @FoxBusiness: President #Trump: ""We are here today to celebrate America's commitment to Ireland."" https://t.co/EzEYGAQ4Yf",
842422729265504256,false,0,,#Trump dice que no estaría aquí sin #Twitter #comunicaciónpolítica https://t.co/hOK0VjhKQK https://t.co/SrSBbOMaOR,
842422730909745153,,0,,"RT @RightsStart: What about #UnitedNations #humanrights work? #USA is a big donor, but #Zeid has been an outspoken critic of #Trump. https:…",
842422733426294784,,0,,LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves don't know they're slaves.,
842422733539553280,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422733556310016,false,0,,"RT @Socrates_Wilde: #PreetBharara Proved #Trump Right | Glenn Harlan Reynolds @instapundit @USATODAY
https://t.co/ilXOfhHhrb @rationalreview",
842422736941072384,false,0,,"ROGER STONE TARGET OF DEEP STATE ASSASSINATION… POISONED AND NOW HIT AND RUN!!
#RogerStone #deepstate #Trump… https://t.co/vLidYT4nZx",
842422739919073280,false,0,,"Creepy Nazi load alert!
#Trump #SebastianGorka #racism #antisemitism 
https://t.co/uYfhji11ep",
842422740661465090,,0,,"Dear Donald. You #IrishProverb 'Time to Forget' is a poem written by a Nigerian man, Albashir Adam Alhassan. ROFL!!! #Trump #EndaKenny 🤣🤣🤣",
842422746617413632,false,0,,RT @StayWithWilders: That escalated quickly https://t.co/eFn6iOm7w9,
842422748005715968,,0,,"In an attempt to make his tiny hands look bigger, he could have at least ordered a children’s Happy Meal. #Trump",
842422748630601728,,0,,So why do we need to increase the US Defense/Military budget again? #trump #potus,
842422748920074242,,0,,RT @JaySekulow: The blocking of President #Trump's order by two federal judges represents a fundamental misunderstanding of the First Amend…,
842422749096251392,false,0,,LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves …  https://t.co/zuXWP8pk3s,
842422751210094592,,0,,"RT @bocavista2016: Dear #McDonalds

Your politics are as DISGUSTING as your food

APOLOGIZE for both!

👉#BoycottMcDonalds

https://t.co/DHy…",
842422751675707392,,0,,RT @DonaldJTrumpJr: Who else knew that Rachel Maddow was a Republican???#ThankYouMaddow #maga #trump #TrumpTaxReturn,
842422752426512385,false,0,,"Saudijski princ: #Trump je istinski prijatelj muslimanima

Trumpa su u više navrata kritikovali zbog odluke da... https://t.co/cfk9TkdcWP",
842422752862699520,,0,,RT @ed_hooley: @McDonaldsCorp @McDonalds TRUMP SUPPORTERS: THE MCDONALD'S BAN IS ON! #ThursdayThoughts #McDonalds #MAGA #trump https://t.co…,
842422753512763392,false,0,,#Trump budget will poison US soil &amp; waterways. Environment the big loser in US President Donald Trump's 2018 budget https://t.co/5lLQHamJim,
842422755454799877,,0,,RT @LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves don't know they're slaves.,
842422757929320448,false,0,,RT @DanaRuxi123: @GOP @POTUS @DanScavino - hear the cries for help coming out of Hawaii? https://t.co/9D8zNBRTam,
842422758864642048,,0,,RT @Publius_Philo: The day is near @realDonaldTrump! Great #trump BEWARE THE IDES OF MARCH! #sunday #hamilton #nyt #savage #politics… ,
842422759892242432,false,0,,RT @barbamom: I would trust #Trump any day-#obama is a subversive sneaky big bad wolf in grandmas bed https://t.co/TcJmoZfXY8,
842422759238078469,false,0,,@nycmayor @preetbharar #military #veterans #HR #America #NYC #Banks @nytimes @cnbc #USA Is @jpmorgan as blatantly… https://t.co/o6W6rGHsJA,
842422763470086145,false,0,,Another reason to love McDonald's https://t.co/jNTFIPdW7Y,
842422765739212800,,0,,RT @DonaldJTrumpJr: Who else knew that Rachel Maddow was a Republican???#ThankYouMaddow #maga #trump #TrumpTaxReturn,
842422765684703232,,0,,RT @KitDaniels1776: Was Obama Insider Robert Gibbs Behind McDonald’s Anti #Trump Tweet? He's #McDonalds Communications Chief:… ,
842422765231718401,,0,,"RT @We_R_TheMedia: Watch #Trump Supporter Speak Truth On Illegals

Bravo! 👏👏

""The Black Community Has Literally Been Destroyed By Rac… ",
842422767270137858,false,0,,"RT @immigrant4trump: VIDEO: CNN Host Jake Tapper Admits His 7-Year-Old Son Calls Him ""Fake News"" 👍👍 #maga #trump https://t.co/dYL8syE75J",
842422771065929728,,0,,RT @JaySekulow: The blocking of President #Trump's order by two federal judges represents a fundamental misunderstanding of the First Amend…,
842422770701090816,false,0,,RT @TruthFeedNews: Soros Faces Up to $7 Billion Tax Bill After Delaying Payment for Years https://t.co/XJRbh4uy5e #TrumpTrain #Trump #MAGA,
842422771170721793,,0,,@LLewisHenderson @ComGr8gent @cnnbrk @CNNPolitics Puppet? Right! I'm not defending #Trump but I'm giving him a chance to lead this nation.,
842422771028250624,false,0,,Trump Unveils 'Hard Power' Budget That Boosts Military Spending #Trump #Donaldtrump #healthcare #theresistance  https://t.co/nJqTxzJIdh,
842422771435073536,,0,,RT @SupermanHotMale: Why don't we just throw #Trump in a toxic swamp and call it a day since he loves pollution so much?… ,
842422772634656768,false,0,,Trump fans are so damn childish just like him https://t.co/lsgRZ34CmQ,
842422773678915584,,0,,RT @LeeCamp: #Trump &amp; GOP bought by Wall Street. Dems bought by Wall Street. Stop defending them. The best slaves don't know they're slaves.,
842422773687439361,,0,,RT @SilverAdie: #Trump is a sociopath proven by his evil #trumpbudget that will damage millions of lives to please the greedy &amp; Rus… ,
842422776510074880,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422778464722944,,0,,"Am I the only one LOL at millionaire, Ivy-educated, Wall Street beholden #Trump worshipping A. Jackson &amp; ""saving Americans from the elites""?",
842422780717109248,false,0,,Good article. https://t.co/AKvdYJ7m4m,
842422781790773248,,0,,"RT @LVNancy: No matter what, even if it the greatest bill in the world, democrats wouldn't vote for it #TRUMP
❄️bc they're sore… ",
842422781744693248,,0,,"RT @SafetyPinDaily: #Trump admits his health care plan would benefit rich investors, screw over people who voted for him | by @ZackFord 
ht…",
842422783334309888,,0,,"RT @HuffPostItalia: Nel primo budget di #Trump ridotti all'osso i fondi per Ambiente, Ricerca, Cultura e Media di @GiuliaBelard… ",
842422784554872832,false,0,,"RT @RealAlexJones: .@McDonaldsCorp Show us the email from Twitter proving you were ""compromised"" - https://t.co/SbjBTOtWI4 #imlovingit #Tru…",
842422785557295107,,0,,"RT @2ALAW: This man lost both arms. Trump realized this and thus, touched his face so he could feel the human connection.… ",
842422785553141761,,0,,RT @TrumpSuperPAC: Former Obama press secretary Robert Gibbs is the executive vice president &amp; global chief communications officer at… ,
842422786282930176,false,0,,"Well let's see if this will cause a BOYCOTT of the ""Golden Arches"".... RT this and comment! https://t.co/2mbOlH8pdY",
842422786899513345,,0,,"RT @2ALAW: Let's Make This Go Viral🌏

Retweet If You Think Donald Trump Is Doing An Excellent Job.

#Trump 🇺🇸
@PAB2187 
@POTUS https://t.co…",
842422789084729344,,0,,RT @trend_auditor: Surprise Dirty John Kasich received at least 200K from #GeorgeSoros- no wonder he would not endorse #Trump https://t.co/…,
842422792645705728,false,0,,#trump Amazon.de: DONALD TRUMP für Präsident Politik 2012 Hair 5.71 ... https://t.co/3QOFzVF51V,
842422794218528768,false,0,,RT @saul42: #Trump said it first &amp; now the #UK following his lead &amp; building a wall to keep #immigrants out https://t.co/FmH1nYHVCx,
842422794717667328,false,0,,RT @ed_hooley: TRUMP SUPPORTERS: THE MCDONALD'S BAN IS ON! #ThursdayThoughts #McDonalds #MAGA #trump https://t.co/Rp09VTwdbO,
842422795384573952,false,0,,#trumpboozled How the rust belt thatvswept #trump into presidency will be let down https://t.co/GbUsEWnGEY,
842422796391137280,,0,,"RT @nyinvesting: Media says #Trump is ""unpopular"", yet tens of thousands go to see him when he makes an appearance. Just more… ",
842422797351673856,false,0,,"RT @DamienRieu: ""Marine c'est comme le #Brexit et #Trump, ça va nous mener à la catastrophe économique !"" https://t.co/2efm30wtpW",
842422799151046661,,0,,RT @DaShanneStokes: RT if you're sick and tired of media outlets white-washing Trump's flagrant bigotry. #CNN #resist #theresistance #musli…,
842422801545977860,,0,,RT @CodeAud: #SaudiArabia warns #Trump: #Iran wants legitimacy by supporting terror groups with the aim of reaching #Mecca… ,
842422803789946880,,0,,RT @Don_Vito_08: ANOTHER Court Strikes Down #Trump 's @POTUS New Immigration Executive Order #TerrorBan #TravelBan @realDonaldTrump… ,
842422804809162752,,0,,RT @NFLNinja_PhD: My ENTIRE family cancelled our #SpringBreak Vacation to #Hawaii cause of the actions #Obama did flying there to int… ,
842422808273686528,,0,,"Il budget proposto da #Trump rende idea chiara del mondo che vuole: zero per arte, cultura, scienza, cura delle persone deboli e del creato",
842422807581593600,false,0,,RT @ed_hooley: TRUMP SUPPORTERS: THE MCDONALD'S BAN IS ON! #ThursdayThoughts #McDonalds #MAGA #trump https://t.co/Rp09VTwdbO,
842422808642764802,,0,,"RT @zlando: So many attacks on #Trump for saying what #CNN is - a #FAKENEWS site.
BUT whistleblower Amber Lyon describes how CN… ",
842422810316165121,false,0,,RT @Ldoc32: Picked wrong city for your rally #Trump. Not sure there is a good one anymore though! https://t.co/UiwYZyBwvz,
842422813483012096,false,0,,#NationalPandaDay #BoycottHawaii #trump #TrumpTaxReturns #Trumprussia #WhiteHouse #China https://t.co/hLZQvDZVe6,
842422814921613312,,0,,RT @JaySekulow: The decision by two federal judges to block #Trump's order is flawed and threatens our national security. https://t.co/UcID…,
842422815395520512,false,0,,#ANTM #FlashbackFriday #investing #equity #market #Trump Renault says it didn't cheat on emissions tests.... https://t.co/tFDLI8Re46,
842422815848554496,false,0,,"Pro- #Trump radio host 
Michael Savage @SavageNation 
claims he was attacked.
 https://t.co/LSMyOWMOJi",
842422821959548929,false,0,,▼私は日本国民の一人として #アパホテル を全面的に支持します！→ #中国 が叫ぶ #南京大虐殺 は根拠・証拠がない完全なるデマ・捏造です！ふざけるな！▼善良なる日本国民の皆さまは #アパホテル に宿泊しよう！ #TRUMP https://t.co/EUDEckno1B,
842422822915960832,false,0,,Current context to #Trump + #President + #Wednesday you'll find here https://t.co/JOXFgv5h9c,
842422823180148736,false,0,,#Trump 🇺🇸 Tommy LiPuma obituary https://t.co/cl7b4bi49V ⬅️See Here https://t.co/qLRmolAyc4,
842422823960346624,,0,,RT @docdhj: So this is the guy who gave Hillary a pass on her server so why is he still on staff at The @FBI with this attitude… ,
842422826531467264,,0,,"RT @foreignpolicy77: McDonalds' tweets that #Trump is disgusting! It then deletes &amp; states its account was compromised. Yes, by 75% of i… ",
842422826648846342,false,0,,Moment BBC crew caught in Mount Etna eruption https://t.co/Gbhmxv0I1d #trump #USA https://t.co/vGzCJ1zqux,
842422827865239552,,0,,"Hey @realDonaldTrump, stop being #BlabberInChief #classifiedInformation should not be deciminated for brownie points #trump #pathetic #needy",
842422827995226112,false,0,,#Trump 🇺🇸 Tommy LiPuma obituary https://t.co/rjklOOz8rg ⬅️See Here https://t.co/M1AWPW2j1Y,
842422829173858304,false,0,,@America4Trump_ #trump Protect the2nd Amendment https://t.co/kxEacG08eA,
842422831975616514,false,0,,Moment BBC crew caught in Mount Etna eruption https://t.co/wh3ejvp88V #trump #USA https://t.co/PcZSLxBp2F,
842422832751640576,,0,,"RT @immigrant4trump: President Trump is going to Make America Great Again regardless of the color of your skin, no more business as usua… ",
842422835746377729,,0,,"RT @2ALAW: Let's Make This Go Viral🌏

Retweet If You Think Donald Trump Is Doing An Excellent Job.

#Trump 🇺🇸
@PAB2187 
@POTUS https://t.co…",
842422835930886144,false,0,,#trump https://t.co/ah7HQ0IgNR Trump's budget is everything scientists have been fearing - Vox https://t.co/czjwLFM6iS,
842422837264674817,,0,,"RT @maytham956: AFP: Washington is planning to send another 1,000 soldiers to #Syria.

I think that Mohammad Bin Salman gave lots of gifts…",
842422838304862208,false,0,,RT @amjoyshow: McDonald's corporate account tweets #Trump is 'disgusting excuse of a President' https://t.co/LH3WKo5e1p via @usatoday,
842422838481047559,false,0,,#trump https://t.co/ah7HQ0IgNR Trump's defense of his wiretapping claim is an incredible word salad - Vox https://t.co/MHvQdkBCFL,
842422839017918469,,0,,RT @StorminSpartin: RT if your pissed off and want Paul Ryan defeated and removed in the next election. #Trump #Russia #Ryancare https://t.…,
842422839202443268,false,0,,why trump still talking about Hillary? lol https://t.co/LnwaGAs0AW,
842422839483502592,false,0,,"RT @DamienRieu: ""Marine c'est comme le #Brexit et #Trump, ça va nous mener à la catastrophe économique !"" https://t.co/2efm30wtpW",
842422841718923264,false,0,,"Finally a budget that actually BUDGETS! Remember Obama's 2017 budget that ADDED $2 trillion in debt??
#MAGA… https://t.co/GW24Iii3Nf",
842422842289455104,,0,,RT @KitDaniels1776: Was Obama Insider Robert Gibbs Behind McDonald’s Anti #Trump Tweet? He's #McDonalds Communications Chief:… ,
842422841878429696,false,0,,"RT @DamienRieu: ""Marine c'est comme le #Brexit et #Trump, ça va nous mener à la catastrophe économique !"" https://t.co/2efm30wtpW",
842422842310385664,false,0,,#Trump 🇺🇸 Chronicling homelessness: a behind-the-scenes look at our new project https://t.co/GgeOE4B2bx ⬅️See Here https://t.co/y6iy3eXLKX,
842422844558565377,,0,,RT @jeffgoldesq: #Trump says he said he was wiretapped by President Obama because he watched #BretBaier and a lot of other things. #OMG,
